what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1463329243295
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1463329243841
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1463329243841
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1463329243919
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1463329243919
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1463329243919
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1463329243919
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1463329243935
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1463329243966
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1463329243966
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1463329243966
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1463329243966
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1463329243982
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1463329243997
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1463329243997
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1463329244091
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1463329244091
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1463329244107
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1463329244122
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1463329244122
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1463329244122
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1463329244122
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1463329244122
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1463329244122
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1463329244122
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1463329244122
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1463329244122
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1463329244122
os,sysinfo,,,"win32",1463329244138
arch,sysinfo,,,"x86_64",1463329244138
ws,sysinfo,,,"win32",1463329244138
locale,sysinfo,,,"zh_CN",1463329244138
processors,sysinfo,,,"4",1463329244138
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1463329244138
java.runtime.version,sysinfo,,,"1.8.0_05-b13",1463329244138
java.specification.name,sysinfo,,,"Java Platform API Specification",1463329244138
java.specification.vendor,sysinfo,,,"Oracle Corporation",1463329244138
java.specification.version,sysinfo,,,"1.8",1463329244138
java.vendor,sysinfo,,,"Oracle Corporation",1463329244138
java.version,sysinfo,,,"1.8.0_05",1463329244138
java.vm.info,sysinfo,,,"mixed mode",1463329244138
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1463329244138
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1463329244138
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1463329244138
java.vm.specification.version,sysinfo,,,"1.8",1463329244138
java.vm.vendor,sysinfo,,,"Oracle Corporation",1463329244138
java.vm.version,sysinfo,,,"25.5-b02",1463329244138
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1463329244153
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1463329244403
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1463329244403
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1463329244481
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1463329244793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329287038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329292666
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1463329294008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329295256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329302835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329303599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329307292
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAutomatically",1463329309897
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAutomatically",1463329312081
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1463329312471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329314765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329319780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329325287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329326395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329327643
error,log,,,"error during type inferencing",1463329329718
error,log,,,"error during type inferencing",1463329329905
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1463329362088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329364755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329366190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463329367860
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1463329369654
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1463329369654
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1463329369654
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1463329369654
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1463329369732
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1463329369778
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1463329369794
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1463329369903
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1463329369903
